timestamp,market_id,wallet,score,discount_pct,size_usd
2025-12-16T00:00:31.228782,0xc4b898f1ee3ef8fc48e06414d4b29e3be6912d18257a893fd8a69d26d7613485,0x6b33f1396a7a2e9f3ee4e254f7f08d5f709df191,0.0,0.0,4998.999994
2025-12-16T00:00:31.535418,0x73f962c976a084ae4053eca9ee433c75eaa713fa396c58136c988dd0f9cad7e6,0x7f422c1bbf4ebd70b13c08aa13da26a8bf2f6f4a,0.0,0.0,1076.90202
2025-12-16T00:00:31.727169,0x4f3c371fe64ba285a2e6f64be6ff54d787c4eca3e12c4b8fa1c7b60b3ebb780e,0x6878dbed2b2ecf23cc62d9b1395e9974a223709d,0.0,0.0,1592.959916
2025-12-16T00:00:56.622865,0x66b906b8205f48a26beb8e553bbb1e7954e87e4f6e1d539823441221d1806e8f,0x99f08a32fa8eaf330a9aa2a224e6a8bf837add89,0.0,0.0,1020.6399080000001
2025-12-16T00:00:56.901865,0x8df196d70eff4e5ef905664671fca2de16c77ff738ac89ad7760612583b3dd8c,0xef23cbe21335189da1847ce4bb7b6115039a5b60,0.0,0.0,1497.209999
2025-12-16T00:01:45.520569,0x35cc41270f5cdfd59b45e68ab85dc51b0b900d286a6c74ea006b8572d9ff5934,0x5400eae7fd1cca4c6edb72d0745c18a433551342,0.0,0.0,1050.0
2025-12-16T00:02:53.190154,0x5cad2687620ba567dd420c6a961151a953eb6387f4afdd2a52f34ea22483fcaa,0x397b0530e54aa4c46be0adc98478b62f4f2ba667,0.0,0.0,1100.809999
2025-12-16T00:03:15.553194,0x7d98815be880769be11a63b4df815b9bdcbf6ae007a8caaba9a2909816a8d1c6,0x69aa9fa621403e3a121b29ad77d32ba9eb5e8847,0.0,0.0,2501.1
2025-12-16T00:03:15.738474,0xd3d9aa0b4fcd14e4b6cd1e160c6cffa24388fb510aabc57378be9e26deba5d10,0x080a53ccb5caf5949d2e67074e8629fe1f249da4,0.0,0.0,1365.0
2025-12-16T00:14:06.789994,0xb80903be28b2e13c21dc1a3781c4c69963dcd6ea0f112eb126564c18a86ca120,0x69119ce0c167b74a5377c373b9a23b6081d2947c,0.0,0.0,1499.9999990000001
2025-12-16T00:14:07.009002,0x0e46adfb5c46c8da8b11aecc1c8333f8246b915e82eee6af8258f886104dbec3,0x128ddfef37f12f97ef07addebb3f39ad3b80bea4,0.0,0.0,1198.8
2025-12-16T00:15:36.798011,0x25062599ab296442d39e180a5d7a3e067200140ea73e3656760b0fc71dba4992,0x81c29ef9e337ee8698efe3ebe22bf3ed847c48ad,0.0,0.0,1161.2076299999999
2025-12-16T00:17:56.877938,0x9fcda0c6fbede095f7709e0aeb0f4176123c8bbf990192c24fbb564e1216ec34,0xeb92ca532033ff350cb3672f958ffc3f35ccfdf0,0.0,0.0,1994.0
2025-12-16T00:17:57.078249,0x0e46adfb5c46c8da8b11aecc1c8333f8246b915e82eee6af8258f886104dbec3,0x05f116a5cacd8366f3a28c3e0ae381846387538a,0.0,0.0,1998.0
2025-12-16T00:17:57.291583,0x25062599ab296442d39e180a5d7a3e067200140ea73e3656760b0fc71dba4992,0x81c29ef9e337ee8698efe3ebe22bf3ed847c48ad,0.0,0.0,1161.2076299999999
2025-12-16T00:19:06.062873,0x2ef601443a5d09283481ceea3cfa3201b82761d032b4feb150cf08e514aeb797,0x05f116a5cacd8366f3a28c3e0ae381846387538a,0.0,0.0,1198.8
2025-12-16T00:19:27.903183,0xc72a9d5b3221905539ede69f52a5e990a7325f1610216b2620705cf2a3cd6472,0xdd9311d19221e811fda903a5a7e2475613b9a22b,0.0,0.0,1000.0
2025-12-16T00:19:28.121801,0xb8dd95abf4e54a9c86b51afa71291aafdbf46e74d36632aaef6519af6ef2448d,0x04e87ce7ae7fb0f0d1bc7209fbaf7bc1f637a0bf,0.0,0.0,1942.0
2025-12-16T00:19:28.127747,0xf54b5d5884d988a154019c773195dd45a9710111634f5e6a00bcc11aafbb52d7,0x05f116a5cacd8366f3a28c3e0ae381846387538a,0.0,0.0,2997.0
2025-12-16T00:21:22.101461,0x813f69782c7547d217322dbe06e652c0eca11b65421f4150390c3d37a765a21f,0x6f2628a8ac6e3f7bd857657d5316c33822ced136,0.0,0.0,1509.05
2025-12-16T00:21:22.335888,0x3ac5d865c1cc860aca1b60b1d2fcfed6e205c2e6853458fed2744f03957b0ea3,0xeb7456f7f5429912a6135caae264cc2d368efad6,0.0,0.0,2719.9999980000002
2025-12-16T00:21:22.337887,0xb8dd95abf4e54a9c86b51afa71291aafdbf46e74d36632aaef6519af6ef2448d,0x04e87ce7ae7fb0f0d1bc7209fbaf7bc1f637a0bf,0.0,0.0,1942.0
2025-12-16T00:23:04.497180,0x813f69782c7547d217322dbe06e652c0eca11b65421f4150390c3d37a765a21f,0x6f2628a8ac6e3f7bd857657d5316c33822ced136,0.0,0.0,1509.05
2025-12-16T00:23:04.704938,0x3ac5d865c1cc860aca1b60b1d2fcfed6e205c2e6853458fed2744f03957b0ea3,0xeb7456f7f5429912a6135caae264cc2d368efad6,0.0,0.0,2719.9999980000002
